x,y
-1.93634698705084E-01,-1.48049293588384E-01
-2.19024047210522E-01,-2.49787681601954E-01
-1.77103249477342E-01,-2.63956214136122E-01
-6.49863899364366E-02,-9.27654509983619E-02
3.57547969946539E-02,-1.8219512800044E-01
-5.19775378338668E-02,-6.34041494414507E-02
-1.09623646772296E-01,-2.54726432434019E-01
-1.08449284457715E-01,-3.1194543989199E-01
-1.03477224587573E-01,-4.11155892485371E-01
-2.48741219586147E-01,-1.5237064287288E-01
-9.84725381984785E-02,-1.20749374841601E-01
-2.00949596238231E-01,-4.45544086193325E-02
-4.00205238437936E-02,-8.40961647685228E-02
1.51857257112049E-01,-3.08205732820365E-01
1.06365250810353E-02,-3.35287555223976E-01
-1.14764508624092E-01,5.51793106924203E-02
-2.52352388795665E-01,-9.1905333845611E-02
-1.12516490328778E-01,-1.66876972388477E-01
2.72765109964067E-01,5.67531669972428E-01
1.13963794922454E-01,6.93949876735752E-01
3.55686338206403E-01,9.14656318538409E-01
2.56270800659754E-01,6.37869478508428E-01
3.62375684277009E-01,7.68785140330003E-01
2.6718696343271E-01,7.88873706727684E-01
3.74121246506776E-01,8.84715409468237E-01
1.79095100986408E-01,5.32660327707629E-01
3.14203450765158E-01,5.70893991927056E-01
2.49020111385199E-01,7.64778924611014E-01
4.45372688447416E-01,7.1242629222687E-01
4.00594403537759E-01,6.43706375400372E-01
4.57155152212216E-01,9.44394347814419E-01
1.58387962424514E-01,6.37440222862261E-01
2.86552172392192E-01,5.11633298862515E-01
3.67130885042007E-01,7.10818675040637E-01
3.45679803922576E-01,6.58354699814227E-01
4.20915838370271E-02,6.89600077072189E-01
3.83741648322426E-01,6.34717560606504E-01
5.14506365405057E-01,8.44048943552703E-01
2.76167222915727E-01,9.45705231639906E-01
2.18449189142572E-01,6.7583087767879E-01
4.0788846571035E-01,9.08546431085978E-01
2.09110411324212E-01,9.02095356094673E-01
1.64322519113878E-01,7.36744499084028E-01
6.78555813123001E-02,7.94828614201375E-01
4.62563421139124E-01,8.52928097540722E-01
3.47314812224163E-01,6.89924661207735E-01
3.0945669723507E-01,7.98499424562558E-01
5.74918820831055E-01,8.4230754729088E-01
1.21665488924589E-01,8.87400875920036E-01
2.67779211707306E-01,9.16770444592024E-01
3.54660508272291E-01,4.95979587727664E-01
8.15395090328289E-02,8.02651136896224E-01
4.59255411552252E-01,7.7052304813564E-01
2.98246563035405E-01,6.87958366415048E-01
3.61490497573004E-01,7.49313561497234E-01
4.77461225663959E-01,7.9326248443887E-01
1.53819163808678E-01,7.3683952321906E-01
1.21529424778412E-01,7.07453285523067E-01
3.12868456371158E-01,6.54477783052504E-01
3.19607258357055E-01,5.98517904201911E-01
8.92014297069642E-02,7.3795273756266E-01
2.38973007237499E-01,8.51248768460586E-01
5.32304718310064E-01,7.32257268919958E-01
-7.69986688418378E-01,-4.07024794413829E-01
-8.63209928760462E-01,-3.54661764634757E-01
-9.24584893272904E-01,-4.30469976299197E-01
-8.83615588112677E-01,-3.65951956152158E-01
-7.33794466366006E-01,-2.54954263302856E-01
-8.09319711093964E-01,-4.14275193379904E-01
-8.10844529342026E-01,-2.30598685040641E-01
-7.92337154009464E-01,-4.41277578182821E-01
-9.02388324606549E-01,-5.3799731594791E-01
-9.78054487639635E-01,-3.20822487817728E-01
-7.63813124823514E-01,-4.9766716841501E-01
-5.20765104924658E-01,-3.05963375556965E-01
-8.99540014782254E-01,-4.67795747765317E-01
-7.10429060199347E-01,-7.76909956358559E-01
-9.7963129720468E-01,-8.552901093921E-01
-5.93754356976556E-01,-6.82888513524453E-01
-6.89602806215096E-01,-2.48311505152119E-01
-6.04821219618341E-01,-1.50221970463978E-01
-9.07823507690229E-01,-5.26564008630844E-01
-9.17956854710657E-01,-2.97651646036772E-01
-6.29804813232924E-01,-5.45959286350982E-01
-6.62350178835934E-01,-5.11799564422463E-01
-9.87602508826033E-01,-4.75512488592592E-01
-7.82529289290112E-01,-3.188466952483E-01
-8.1734317054031E-01,-3.20544882524144E-01
-4.40042327857364E-01,-1.30437022449557E-01
-6.10032168230593E-01,-3.9927201329053E-01
-6.5598327077435E-01,-5.32623495214852E-01
-9.03683190545448E-01,-5.17457988664927E-01
-7.29721947341612E-01,-4.56224745688892E-01
-6.45592014997921E-01,-1.63424360401335E-01
-5.25465146743203E-01,-1.68255595412827E-01
-8.68184896520076E-01,-5.54131048269133E-01
-7.59841319534391E-01,-2.29685974984692E-01
-6.44333275639087E-01,-3.3254143010335E-01
-7.6454774486416E-01,-4.91108289954339E-01
-8.3673185974714E-01,-3.22626414367149E-01
-4.33901983616917E-01,-5.17044254661641E-01
-8.52885766309076E-01,-5.61379093422786E-01
-5.4630683054357E-01,-3.18296827579362E-01
-8.7423600046679E-01,-3.23514346364608E-01
-8.98501639668007E-01,-4.05064968131428E-01
-7.79029705912041E-01,-5.29390868942794E-01
-5.12650147817056E-01,-8.61871910338265E-01
-7.85616733466333E-01,-4.7024318320426E-01
-7.89064947086923E-01,7.74874342106654E-01
-9.05572116967725E-01,4.81411159290745E-01
-6.97024495634254E-01,4.05399930774762E-01
-7.74808809942159E-01,7.78718656070297E-01
-7.38506705833965E-01,5.13429871999291E-01
-6.00442318417279E-01,7.53237391001199E-01
-7.94390605744499E-01,7.66576717970938E-01
-6.8449069115916E-01,8.24874123592765E-01
-6.03603178361046E-01,5.72450717347921E-01
-5.74973981280825E-01,6.05022094531159E-01
-7.20243963170404E-01,7.45964718176683E-01
-7.35628006637573E-01,6.21187814030075E-01
-6.98847215962071E-01,8.71436996633759E-01
-8.0712785449274E-01,3.7683467110073E-01
-5.70391450505204E-01,7.35672513588169E-01
-8.35097236309856E-01,8.2664877724358E-01
-7.62295384449727E-01,7.62945582618622E-01
-5.93688215021417E-01,7.94046609939686E-01
-9.45163294634436E-01,4.67972094192316E-01
-9.00760252731197E-01,6.29424218247996E-01
-6.57484323342698E-01,8.12180138778775E-01
-7.59812249477185E-01,6.41168595067529E-01
-8.58277509022595E-01,6.91299058489782E-01
-9.7533749296247E-01,7.01055173785615E-01
-9.66023087373445E-01,5.7815062594073E-01
-4.24595426461437E-01,8.06769668159791E-01
-7.98034673983007E-01,5.9919933100569E-01
-6.1284599317786E-01,6.35118847225682E-01
-7.86108331198462E-01,6.06352901825779E-01
-9.45610112409864E-01,7.18292479956191E-01
-7.42996352716272E-01,7.24479758833587E-01
-9.19182858044552E-01,4.08290614948055E-01
-7.50573324096809E-01,7.14879572198939E-01
-7.30175977481531E-01,3.82682584155229E-01
-7.43902118162406E-01,5.23197329361617E-01
-7.01179022350602E-01,7.1655022171054E-01
-9.4337214111121E-01,6.30228777086751E-01
-7.39479595717018E-01,7.48967128702644E-01
-7.95813695219126E-01,4.37434306307326E-01
-6.64326563627957E-01,6.16503239733743E-01
-4.62392042470782E-01,6.04313269209033E-01
-7.54272455597902E-01,5.53987291015313E-01
-7.79297737646962E-01,5.3255180539853E-01
-6.92334623666988E-01,6.40358404108101E-01
-8.18132435191082E-01,7.38904250313382E-01
4.39973307376257E-01,-1.66067633617879E-01
2.18087161902939E-01,-3.25354343429718E-02
3.6142341980488E-01,5.29042706665374E-01
5.55759318655247E-01,-1.25766786623674E-01
-7.19416423260921E-03,-1.43110081473399E-01
2.54072941771808E-01,-6.31233880068384E-02
3.04885136730567E-01,-1.90691284146994E-01
4.588214969329E-01,2.38357569740774E-01
1.58335709111074E-03,-8.22770961764431E-02
3.94696729595975E-01,3.1464309479793E-02
3.42578522190064E-01,2.11716808123487E-01
3.17157085010526E-01,1.01912926557538E-02
1.5530151734218E-01,2.71170081870966E-01
4.83871887057179E-01,-2.53642848357304E-01
1.46034808099877E-01,1.45767291462635E-01
2.46194520494431E-01,-1.32587964645427E-01
5.77397717318379E-01,8.91592897588898E-03
2.40581879526565E-01,-1.71366820369366E-01
5.14852675631027E-01,2.52231375879586E-02
2.81171586309807E-01,-1.16136584402621E-01
3.09346266643757E-01,9.06120222949041E-02
4.73508547512921E-01,-1.68828650802207E-01
5.42987637709888E-01,1.84518616939356E-01
3.66036614799563E-01,6.72596295296847E-03
3.09566491358295E-01,-3.41810277206348E-01
1.0756465323596E-01,-1.55993031896603E-01
3.79222533591221E-01,-2.56330736534705E-01
5.46511691496199E-01,-6.99795710462623E-02
4.27587240414724E-02,-3.2683964568234E-01
3.08208899244992E-01,-6.72886631195194E-04
5.09922989668911E-01,2.57890598434289E-01
2.59797332532609E-01,-5.20139253405745E-02
2.55367261862668E-01,1.15408218051377E-01
2.35826312599808E-01,-1.9683854780274E-01
1.86389534436777E-01,8.53938381017427E-03
1.53232350767586E-01,-4.03090039549941E-03
3.79040461104871E-01,-1.27477209525613E-02
2.79511062965018E-01,-2.60347931821768E-01
5.50632765168084E-01,2.21577502377894E-01
2.27753967642727E-01,2.67677394436517E-02
5.31520360246234E-01,-3.44787959810779E-01
3.87254936090518E-01,2.97898554049264E-02
3.44415750666914E-01,-2.07384894709113E-01
4.60862913234658E-01,1.2522594433154E-01
2.22133390848929E-01,-2.63050540321626E-01
9.96231503872463E-01,-1.85134802195512E-01
8.38266868413039E-01,-1.52310097847584E-01
9.75192400092049E-01,-7.70624336528859E-02
9.21519652049833E-01,-1.10263420321346E-01
9.76112708524501E-01,2.69302402688581E-02
7.99016294163473E-01,-1.76332977563965E-02
9.10677198709275E-01,-9.99863559752868E-02
8.76637593104178E-01,-4.23478161649132E-02
6.12256974865292E-01,-7.50963149289674E-02
7.77518306867694E-01,2.05579607305303E-01
9.71637420559909E-01,-1.82859973743792E-01
9.85881580744743E-01,3.30892903430421E-02
9.74102807191957E-01,3.64135086283382E-03
8.81332805502016E-01,-1.80685205557776E-01
9.90106618244453E-01,-2.3934667431372E-01
9.61504953395968E-01,-2.85692623110049E-01
8.92454971995232E-01,-3.54657944226828E-02
8.20243789774861E-01,6.03772361724229E-02
8.88748868725741E-01,-4.98552509466583E-02
9.78110694604208E-01,-1.7512416271224E-01
8.73772451496536E-01,-2.18099455940169E-01
7.76069243334209E-01,-5.74720942329154E-02
7.45156710303137E-01,-1.3063083683858E-01
8.66941719052974E-01,4.27398273814795E-02
9.16201599163158E-01,1.1986895094476E-02
8.55835872595853E-01,7.81697273330775E-02
8.41304876182044E-01,-1.85780927824065E-01
6.50573095137114E-01,-1.5631853401702E-01
7.05722872088684E-01,-5.81191703175449E-02
8.92925932222053E-01,-1.20765803367894E-01
6.95894623654026E-01,-2.73455408291053E-01
8.96139908981433E-01,-3.41814607789347E-01
8.19105830399589E-01,-1.45208493418266E-01
8.9586815184853E-01,-1.30815081592771E-01
8.85390572274902E-01,-4.95546956763151E-02
8.75923318506333E-01,-5.15437308260994E-02
8.90268949212412E-01,4.96675477660202E-02
9.03831384927521E-01,-1.90547994875484E-01
9.11981646624667E-01,-8.21316084405463E-02
8.99024368897341E-01,1.47297874657092E-01
9.05591575306724E-01,9.29299361091388E-02
8.32853951235879E-01,-8.08998876490891E-02
9.869244986425E-01,-2.04285952649878E-01
8.70097428034069E-01,-3.08491760503266E-03
9.2427729474587E-01,-2.67816664292414E-02
-5.86882100575964E-01,6.20146096392151E-01
-4.64636525921353E-01,5.33447968557086E-01
-6.33436744052122E-01,4.88755833466944E-01
-6.44452170714749E-01,5.25307090549115E-01
-5.2259502150635E-01,5.07484736403608E-01
-5.2963978237746E-01,5.01753600657865E-01
-4.96266082875901E-01,6.39298878617472E-01
-6.76734154986486E-01,3.60096640769597E-01
-6.25407381709356E-01,5.77271727464041E-01
-5.24562270055311E-01,5.17000254254233E-01
-5.88597385426003E-01,2.93061538412584E-01
-5.60218441419101E-01,3.92887846463927E-01
-5.23494943769179E-01,5.34086850894283E-01
-4.15788030596704E-01,8.28563758433072E-01
-6.19991561092916E-01,5.315928013502E-01
-7.09030091343468E-01,4.63955157120049E-01
-7.34289502700877E-01,6.18676098222658E-01
-6.67139381998055E-01,3.52120035593036E-01
-6.91513343546966E-01,5.89572028455769E-01
-3.96543446317281E-01,5.41550782430324E-01
-6.48502343317785E-01,7.05085143239125E-01
-5.40191304690338E-01,4.46400236894325E-01
-6.0629701703853E-01,6.02762640690601E-01
-6.16302821279448E-01,4.16405063043499E-01
-4.96285012924657E-01,5.64786251259344E-01
-2.57152241489274E-01,6.49843957369101E-01
-6.9820955592521E-01,4.51517920918744E-01
-6.61018721424769E-01,5.0616709513168E-01
-4.88304568943674E-01,5.99330037073623E-01
-5.71489639556542E-01,5.03694009638263E-01
-5.34349901786143E-01,3.35930005232606E-01
-5.38379742451129E-01,5.14916630527083E-01
-5.85490886886292E-01,7.49546998386328E-01
-8.00688584197454E-01,6.66253387255165E-01
-6.76992227292369E-01,5.54202665834794E-01
-7.10670522024297E-01,4.52532777022748E-01
-6.39042063740654E-01,5.12550335922514E-01
-7.76256924930584E-01,3.7339768447109E-01
-4.85588859741519E-01,6.26222552554184E-01
-5.97736426211364E-01,6.32194353569296E-01
-5.26437314522722E-01,5.43792288087471E-01
-7.0621159425859E-01,6.30983029001178E-01
-4.70187406524494E-01,7.63060666459026E-01
-3.95676898980058E-01,5.42105116495735E-01
-5.24339401391223E-01,4.33904965915462E-01
