Feature1,Feature2,Label
-7.1799097511816700,-0.13095023290732700,3
-7.612221626061930,-0.019689354583342900,3
-4.165306809516110,-4.74886987991394,2
-1.1632848318988600,-9.23376911275267,0
-4.001500703546180,-5.10535210775114,2
-3.854805003726880,-5.010204262952600,2
-6.830226680776780,0.389501947321667,3
-1.1811148855035900,-3.1410500115643700,1
-7.216262969361000,0.4008235607189390,3
-1.539188377933720,-2.900091457541450,1
-1.411345714511180,-9.551856856724330,0
-1.02436435874872,-9.077438991178230,0
-3.9217988081424600,-4.72989486996247,2
-1.336207806362660,-9.561376992680860,0
-1.1583509266911200,-9.550958649440540,0
-1.6949626277058200,-3.571580250963860,1
-3.6692248216696500,-4.439703451686170,2
-7.246682780470510,0.0799455701048134,3
-3.7360157178080300,-4.627411191131170,2
-7.701938675932850,0.2745344617117360,3
-2.0627105258794000,-3.5392059006796400,1
-1.626639415463000,-9.787595529862950,0
-1.372696420681270,-3.5770836105906300,1
-3.8530657510947000,-4.537273178261760,2
-3.932351851789620,-4.737344144685270,2
-7.495843332414650,-0.38456829084269400,3
-3.7294676455273500,-5.026706030425150,2
-7.139985339443530,0.8436545028633860,3
-7.787070642725610,0.35479197835740900,3
-0.9545747432604610,-3.0786411057782200,1
-7.817773165550060,-0.20446410096569200,3
-4.62901243047707,-4.749979970008580,2
-4.092437725208370,-4.297341188413490,2
-1.9347792946291500,-9.323237326396140,0
-4.070552459921350,-4.938417862540310,2
-1.2598692268905900,-2.9194318841628100,1
-1.476182455613230,-9.927376808882520,0
-7.377078824112860,0.5137255380547060,3
-4.347448195492750,-5.128853412765900,2
-1.5610964829968300,-9.531534297965250,0
-7.055145417275870,0.4220481861703720,3
-1.435048598136950,-3.370494021236340,1
-2.164709889518680,-3.1307848483094200,1
-3.54570688832079,-4.899176210596910,2
-1.0408702957905600,-9.556002403777780,0
-7.253629618797810,-0.4161928873406360,3
-2.045309128094430,-3.540000599359850,1
-1.5037860498479700,-3.4269196770830100,1
-7.5004549240132600,0.8149702931915670,3
-3.7738448240461500,-4.8517967640596400,2
-7.142062196408810,0.40113915252707000,3
-1.3798896038166600,-2.645963423595040,1
-1.698498237365600,-3.040714450389530,1
-1.7776324858531200,-3.3217226887395900,1
-6.751878261568540,0.38962193605128800,3
-3.660507461134300,-4.93316833231227,2
-3.6824497061455900,-4.937710757612480,2
-1.4529730271116900,-3.0913715589473500,1
-1.0285352148164700,-9.419341380831540,0
-7.299055281245510,0.09589948234049030,3
-7.161000835030740,0.3759689486132590,3
-1.8934237232428400,-10.194224576977400,0
-1.0018305339455400,-9.829344347391760,0
-3.7750768724438100,-4.835850896717680,2
-0.7632455512362010,-9.345281375892310,0
-1.275089082970360,-3.701367111064630,1
-0.588113985280837,-9.271058964435800,0
-7.1426179848603500,0.8577453486667220,3
-4.040745574242790,-4.436900058242390,2
-7.4348042617608700,0.16026776499186600,3
-0.9156951015463130,-3.160731636135390,1
-1.7293962576996000,-2.711304703815440,1
-1.0554576291894100,-9.59543886124585,0
-1.5102631864164600,-9.668168033707460,0
-1.606954670926990,-9.3431087391287,0
-0.7011755619237580,-9.54388749436289,0
-7.427252765455510,0.18014621101767700,3
-1.0328367604149800,-9.141533183061440,0
-3.5985705502696200,-4.889858082076520,2
-2.086367331997970,-9.036303386667970,0
-1.3800285714506900,-8.795178374926640,0
-7.210910281196270,0.29640336644349700,3
-7.580693594880870,-0.032159797973416200,3
-0.9750851890652540,-9.591952792238640,0
-1.2693782994351500,-3.5349788559205500,1
-4.122417273914020,-4.519190966831550,2
-1.50193414852281,-8.954155308606640,0
-7.958156195074140,-0.02086814353767660,3
-4.241227324648590,-4.788910500553500,2
-7.226662297370680,0.4090713709933420,3
-7.085389356313270,-0.48850952806876800,3
-4.167211209025130,-4.850858482499240,2
-7.5485366846775600,0.5042761063628730,3
-1.1714748302398600,-9.211589601057670,0
-7.122292755239070,0.15726247509596300,3
-0.8104449937764330,-9.588892111769810,0
-0.9326439078728540,-9.192777956901190,0
-7.28851269997503,0.3813701832610370,3
-1.0302605632326700,-9.819344047783230,0
-1.4529486813840900,-9.562918950956130,0
-1.8263217208568400,-3.3839085576551500,1
-4.219483697401300,-4.755328056106500,2
-7.453458826181120,0.3620691110437600,3
-1.0954908474619500,-9.25177754100178,0
-1.2646451946711400,-3.7658668396406600,1
-3.823232869673100,-4.605736594423190,2
-1.7088758040578500,-3.4319718281238000,1
-1.2617816542731700,-9.430567047714100,0
-3.4549094953521000,-4.9618014246926700,2
-1.6325638700139400,-3.946887647944120,1
-7.210180657051650,0.27864199016560000,3
-1.4609401599236100,-9.300636408398370,0
-1.6429059104611900,-3.349009494307900,1
-1.6106097422457400,-3.547318313169480,1
-0.9708981525146800,-3.939236720304350,1
-1.6124295389188600,-3.4882386229522000,1
-1.0538459290214000,-2.876612715863280,1
-0.44691806344717200,-9.181982195455400,0
-0.6296259779121160,-3.3447765103981400,1
-3.5858849208785600,-4.349908008063160,2
-1.4259379523910200,-3.889770860731020,1
-1.8438587200180400,-3.6603962759660800,1
-4.029013932869300,-4.225084125287060,2
-1.571322962799140,-9.105010021783550,0
-0.6614917279282200,-9.82413018764607,0
-0.4842028930537980,-9.625910900834380,0
-3.9760939982883000,-4.587800262503940,2
-1.5646288084236200,-3.5548531757596200,1
-1.1869070739597200,-9.544621266842090,0
-7.02596912917398,0.19480278645013900,3
-1.4497796379995900,-9.455737635811010,0
-3.7940763235063500,-5.291487994359420,2
-4.532387230814270,-5.032455141772770,2
-1.348980469249980,-3.1045815348667300,1
-1.1815828211194400,-3.6027678567788300,1
-1.2862237160466900,-9.10547497320208,0
-7.523901669774980,0.0014787515225419500,3
-3.2947957292571300,-4.952014405463670,2
-1.619557648785660,-9.292142076809320,0
-1.3357595774217100,-3.475605206830450,1
-2.0511632334857300,-3.5751005818764700,1
-7.635129999186540,-0.04122048745066630,3
-3.7259813334632000,-4.393404888082400,2
-1.2432971965808000,-3.241572106922030,1
-1.2315794018142100,-3.371864492875220,1
-3.9622104497975700,-4.490361765668660,2
-4.111931467647850,-4.801767260128470,2
-1.2912012742803100,-9.258693362662330,0
-1.3562798632142400,-3.9012381643961000,1
-1.2732984852209100,-9.189981758685460,0
-7.531723089085470,0.4515178059106000,3
-6.845686846727,-0.004159323167544690,3
-7.105833803487690,0.29685970421060200,3
-1.1489394237509600,-3.2906554476730000,1
-1.2147554039074100,-9.031332566110540,0
-3.735788108352160,-4.391671428510500,2
-4.909072443513040,-5.022770095077190,2
-0.8670562093699380,-9.364960605527990,0
-7.165779027245470,0.706796963002553,3
-7.057702087990010,0.33374902793814400,3
-1.3233273360594100,-3.251132199929150,1
-1.748159027771300,-9.67886559394935,0
-4.123445166519930,-4.4395466525171500,2
-3.12673617017858,-4.195889057232150,2
-1.4073677991073600,-9.481274184526720,0
-7.631493610790880,0.18419181397502100,3
-1.7472431739298100,-3.8838892607235900,1
-1.5604527870981900,-3.267172045411980,1
-1.0192360238999600,-10.14545052029430,0
-1.8698041524603700,-2.9451363870696700,1
-7.29364319537685,-0.0005779893434177400,3
-1.5437766752640500,-3.4798022473842900,1
-1.302910081384040,-3.6732581315773300,1
-0.8805978617935320,-9.880107860419570,0
-6.943497491643650,-0.006375080885401560,3
-1.9766686350082300,-3.32465490124959,1
-1.332570063508600,-9.362556271838860,0
-3.8379372911521200,-5.199629787826070,2
-0.9796267159710740,-3.924633128972770,1
-7.379739462700420,0.6701376825624040,3
-7.697588633848720,-0.795499877868129,3
-1.156059033371210,-3.170015939660830,1
-1.5036507411395700,-9.778720779289800,0
-6.8319703834200500,0.04585132705682020,3
-1.4769618729154600,-2.6951496001615500,1
-1.5859442149076600,-3.598014221524870,1
-1.4003161725452000,-9.505306007568250,0
-7.394122664092020,0.33975370562192000,3
-1.3903815317781300,-10.122140718049100,0
-1.2773902013083900,-3.211492277952670,1
-6.89900465312191,0.32357541179230900,3
-3.578317829320990,-4.743243832992290,2
-4.222672509485640,-5.402059267925420,2
-1.659644184579520,-2.9218336128440300,1
-7.079972941908730,0.11793582457434200,3
-7.616400687774220,0.1915014176261850,3
-1.4473515859676700,-9.618759287714220,0
-3.882657463132220,-4.669021352941990,2
-3.933677274736150,-4.106798386822,2
-7.4707450695673100,0.7068344107972670,3
-3.0957042454387800,-4.70060214383782,2
-0.8527207832908940,-9.384633975865180,0
-2.271291425799330,-3.816219433319350,1
-1.4704131568140300,-9.582215153109800,0
-3.9617804550589200,-3.9381516727989600,2
-1.448067290638390,-9.670214142135160,0
-3.940902707305930,-4.768726755255080,2
-4.1842612477995200,-4.560018280236630,2
-7.109683984672620,-0.13465165907860100,3
-1.0592440616019500,-9.198054082491460,0
-1.1832613964902900,-3.668572987621840,1
-3.8629161312334600,-4.431850254915690,2
-1.894095034046030,-3.627999601191420,1
-7.649053106463980,-0.24180161852416900,3
-4.441170924543970,-4.839781966750670,2
-7.548062933853200,0.5697334122790780,3
-1.3385011966081400,-10.066520592086600,0
-1.524252939315820,-3.563973052597510,1
-0.9446175864680460,-9.374991356042450,0
-1.1441656234629200,-9.189153608690330,0
-3.6362678958320100,-4.697523963350350,2
-6.979333011575350,-0.04088666062863670,3
-7.515200273932040,0.49404714760929800,3
-1.7017234834812200,-10.12966531282920,0
-1.7209844952386800,-9.101939787222540,0
-3.8585674193572400,-4.564301204173200,2
-6.928496518723210,-0.40077138766914200,3
0.03467968245773960,-9.218716682702360,0
-1.723996169424750,-9.570008599722520,0
-3.308404784469550,-4.570792337684480,2
-1.34501099316596,-9.26670839925774,0
-2.0820465477610400,-3.4364271241987700,1
-1.4907813234407100,-3.1269217669446000,1
-6.954027844275780,-0.34584259874948600,3
-7.1216864472568000,0.12891257184036700,3
-1.6047940157428900,-9.082665209103560,0
-7.244225269220040,0.28016532830268500,3
-0.5356568688011460,-9.68437236428584,0
-4.159268066237460,-4.239547067462090,2
-1.1140459814279600,-9.639233735107630,0
-1.5397005119435200,-3.637322326658700,1
-1.2056933179884700,-3.6952958624264200,1
-1.1000363932830000,-9.667738005827530,0
-1.1983285274450900,-9.724199050654670,0
-1.3868986002261900,-3.6914519789198200,1
-3.9262926743363700,-5.267898484350350,2
-1.3509246588339400,-9.856885162303870,0
-7.634884400085160,0.6689703601430960,3
-3.476887768538210,-4.729910441716360,2
-3.7225980270955200,-4.488249824819930,2
-1.7391228679373400,-3.4363821878574500,1
-2.1159740168989600,-3.5623765357027800,1
-7.606483218199580,0.3625334362173290,3
-1.8025021864967200,-3.189896255619410,1
-1.3313104767244600,-3.3722404085734800,1
-1.64578664000939,-3.196406231911660,1
-1.4142832314487900,-9.523820610941930,0
-3.9491744436990100,-4.987927077965120,2
-4.329849599050750,-5.192478752952820,2
-3.9372302459766300,-4.462410004597690,2
-4.009705149171340,-4.53019330873378,2
-6.651357450338470,0.1676799013327770,3
-4.565296348008830,-4.604550775610890,2
-4.085764641359070,-4.370037871994860,2
-3.8240421430537500,-4.254496822781140,2
-0.6714564457037530,-9.667197935619680,0
-0.23058342880427700,-9.170799741029290,0
-4.127333435949520,-4.13749622145731,2
-1.3519175053165200,-3.234328546910320,1
-4.02549976634251,-4.577325309861920,2
-4.503635618406790,-4.526355097550260,2
-1.9616601026973100,-9.758955524945380,0
-3.2347901407761300,-4.4607979231260800,2
-1.9790387777203400,-9.966660886956420,0
-3.9020251756659600,-4.370581293614730,2
-1.3468871184759300,-9.437437606224590,0
-1.3906218258140000,-3.524794454649970,1
-1.4029211079367500,-9.090483279985690,0
-1.785966156290430,-3.258851439173130,1
-1.2011075544505500,-9.951483619214100,0
-4.287288112536460,-4.658155807370130,2
-7.448932393395000,0.25906420506202900,3
-1.734121333527460,-9.562043081320520,0
-1.2172978310537900,-9.761762201846960,0
-7.152091487261510,0.5336093947859820,3
-1.555822759195600,-3.9594144742044000,1
-1.3811237844568100,-9.913476036295150,0
-4.50532682690312,-4.9898098668837100,2
-4.253678325708670,-4.953887001620510,2
-1.5561296399916000,-3.307784190833150,1
-1.4928948496551400,-3.6304400190806100,1
-6.678777431513900,0.006914756408147320,3
-7.207301371190740,0.2097478649407530,3
-4.5826713250509200,-3.9561188842811400,2
-1.2893614277636600,-9.106216944061640,0
-1.6027391175793800,-3.2263253493214200,1
-4.203019622296830,-4.571217422506350,2
-1.1469749974582400,-9.499986487487580,0
-1.641020784183760,-3.209199424467950,1
-6.831471786568940,0.6753752972034760,3
-1.0899230269068100,-9.506469711405620,0
-1.654469228741550,-3.3286642876548900,1
-1.298018772175060,-3.7456912528804300,1
-3.497895363143720,-4.5346135147772700,2
-1.1780527424684300,-3.5702017168619500,1
-4.370259356783810,-4.9792339058637900,2
-4.12006632766274,-4.682080654139570,2
-1.4840123410341400,-3.442911929096200,1
-7.3713916711817600,0.1780867238893280,3
-7.138288102380520,0.03908331966482420,3
-7.289142048923430,0.17217761598316700,3
-1.8684529428026400,-3.5679934167544500,1
-7.573249600140560,0.905250471311375,3
-3.7791274850712000,-4.657506498561930,2
-1.4607398554196300,-10.149573751374600,0
-1.3609166394765700,-9.393235014585370,0
-4.282570456630850,-4.6256017702896400,2
-6.944157809040810,-0.042913761794826300,3
-1.4629513322540300,-3.8375174920335300,1
-1.6215634367705900,-9.690413329886420,0
-7.109880545577210,0.07395268959585620,3
-7.170524582388320,0.5229504004959850,3
-1.504686703682750,-2.8699590445003700,1
-4.612027144088380,-4.07411630255475,2
-1.6484228992850900,-9.61796255411586,0
-6.73524792534977,-0.4249223472259780,3
-1.5909282630977600,-9.164626505158440,0
-1.8355960675727400,-3.1979634963209600,1
-7.557508853273120,-0.037333279669070100,3
-8.057299276042060,0.174411745083564,3
-7.136930424393910,-0.12011678692704000,3
-0.8676957469641240,-9.438299215547470,0
-1.1550784315671600,-9.493481858883230,0
-7.343623199529300,-0.028467721235562500,3
-7.555971378395610,0.4316904889500220,3
-8.074251323747830,0.2590401042667310,3
-4.018502871391330,-4.1090906703940500,2
-1.6792931352755500,-9.50629016332331,0
-1.1532155063801800,-9.58215294285207,0
-1.4878476082197300,-10.2585164699596,0
-4.114928010075210,-4.127879937981490,2
-1.6025256625325900,-3.742606633792330,1
-1.449746567804930,-9.884421608358460,0
-7.827780191910670,0.21727578145070400,3
-7.69685437526637,0.7845717435888670,3
-7.83870771950332,0.1350319366631090,3
-1.4093474833480700,-9.924521336733650,0
-1.558806633448030,-9.537015007107060,0
-7.379237236486170,0.15669675893553700,3
-1.4203580016704400,-3.5178215931447100,1
-1.6097784401652600,-3.039935278788550,1
-7.524917861448880,0.47685688755165000,3
-7.544836353714400,-0.06174876635974940,3
-3.976843129689690,-4.829784433091380,2
-1.0981097672123700,-9.556509817242040,0
-3.22912611293822,-4.672823916300040,2
-2.1311257832026400,-9.510740202767190,0
-3.777858260366150,-4.605586643464820,2
-6.89807152065651,0.6960463288933670,3
-4.103817720772490,-4.5261624159615500,2
-1.2028198237174300,-3.6960775436152200,1
-1.860967940075570,-2.8626947379222900,1
-7.063954604714270,0.013379489065580100,3
-2.06266696346036,-3.3507678822628400,1
-3.37340902073902,-4.300186358071550,2
-1.8619427433257200,-8.829747383060080,0
-1.3221505771309000,-3.372965644679100,1
-1.301033054868430,-9.236318274310940,0
-2.1364813241419600,-3.9863560167507600,1
-4.001200534307910,-4.481489120202700,2
-1.3885249862892700,-9.557054253315010,0
-3.814583544347170,-4.925752119086470,2
-6.956275349926490,0.6519024010543240,3
-4.2104405609009500,-4.419849980079230,2
-4.648962645352210,-4.9619345725141300,2
-1.4752141669022500,-3.3866750732272000,1
-7.203935469963030,0.5532691760939750,3
-1.2282404195569900,-3.448515180542270,1
-1.3582936723510800,-9.95564225850256,0
-4.239175713462050,-4.789005532141840,2
-7.764913152985000,0.1667534089554830,3
-4.194245499734360,-5.069835586884320,2
-7.5072349262830400,0.05480503978007960,3
-1.468169163472280,-3.5939202286867200,1
-3.916820218950490,-4.618417624441330,2
-1.364216804304290,-3.831678594347060,1
-1.65024569172573,-9.08658426540551,0
-1.4831993348173200,-9.318788565783480,0
-6.50263741961276,0.5996798374010440,3
-1.8246483621660700,-3.3952786072803000,1
-3.646397917491950,-4.309786732359000,2
-7.4685000008432600,0.851698580700863,3
-7.083634823541800,0.36327435981324000,3
-1.8278884792950600,-3.647921525779980,1
-7.534211082857490,-0.006886130748812230,3
-6.319677173829300,-0.07060844199128010,3
-7.0481335351474900,0.08319488288425920,3
-7.270644780654510,0.4115652337289850,3
-1.5355735504558600,-9.47966486836012,0
-1.1880228620059700,-9.256051080239280,0
-3.69004501499692,-5.142324480750120,2
-4.023148885889060,-4.952883310164440,2
-7.373847480252540,-0.0005492955839928590,3
-1.157476528852700,-9.614913491082280,0
-3.692690103249630,-4.938818580435980,2
-3.8891327917105700,-4.516163832708940,2
-1.3514734208501200,-3.1854200029023600,1
-1.636358377092350,-9.398914395568590,0
-0.6730836392232030,-9.682780691697700,0
-7.429226944070670,0.8164206271211850,3
-7.172506433073850,0.2908671648935060,3
-1.4698513046420000,-9.381762088712630,0
-1.5228213110291300,-3.40672131687662,1
-4.459006520485230,-4.499170148930900,2
-3.885372814038710,-4.7031071508703900,2
-1.589250263410620,-3.1153793488127400,1
-1.7283725026996200,-9.38306719489905,0
-7.1812373927172900,0.41888030985283100,3
-1.1444792497584800,-9.4210078450206,0
-1.8307859942718600,-3.1133001708105000,1
-1.6403911669830900,-9.32515643034188,0
-0.7546892731689020,-9.381732097310260,0
-4.000045993269580,-4.861561068052830,2
-3.998620218859380,-4.944372594944500,2
-1.6344823495681300,-9.537886928643160,0
-1.6895551301333000,-3.1373129660084500,1
-7.255325723787670,0.10515601282032700,3
-3.9210554396253400,-4.517963866621500,2
-7.95598854825639,0.7990705098902700,3
-4.443797046327840,-5.198349373882400,2
-7.193155900368300,0.5930184080868350,3
-4.2551528853693500,-4.895417284470770,2
-1.7858280304095700,-3.1515957182153400,1
-7.031243853051930,0.14326926314297700,3
-1.384197989400890,-3.8599076594945000,1
-1.3774096175763500,-8.654181005661520,0
-1.5421497011972300,-9.587919928193360,0
-7.144610448645690,-0.07931311345160360,3
-1.933252936332860,-3.498341817605910,1
-1.1392357823498900,-8.763823052618740,0
-7.432128167658610,0.14948861113762600,3
-7.215373893996400,0.313291997972655,3
-4.231502708072170,-4.685350687327080,2
-1.4892352192509800,-9.030648488574180,0
-7.26564117549262,0.35275519260936000,3
-1.1980832718552100,-9.235835337040530,0
-7.160328769278890,0.0727260296798275,3
-1.1158614949809400,-9.588625483588640,0
-0.9618098505310150,-2.958480537584220,1
-1.8726608540265800,-3.9796582899285800,1
-1.336695841570330,-8.623989208290170,0
-3.6552627211729400,-4.620878544804060,2
-1.0037716849500900,-9.771037565073200,0
-7.2263944675043900,-0.01474439249207320,3
-7.4583345909553200,-0.35383048218685000,3
-3.781072650650560,-4.357613650967730,2
-3.5189474620119600,-4.94627485307817,2
-2.1898618828584500,-4.396998650720350,1
-1.7822292030280000,-3.806082272938730,1
-7.0932146316922000,0.09640106013768460,3
-1.3099252743842700,-9.438073310304230,0
-7.349247295345810,0.3408258245876010,3
-7.450347111564490,-0.18521573788336700,3
-7.247041697233770,0.1520041693815170,3
-7.627505095329380,0.7145426511817630,3
-1.619738995217790,-9.51620074709625,0
-7.5399641328217,0.603864466977788,3
-1.5499785573080400,-3.201874138889930,1
-1.2347766920940600,-9.879588624193790,0
-4.50163763829585,-4.010432181853030,2
-7.699483514269350,0.08819824316541990,3
-4.5166074847110300,-4.0611633706607300,2
-1.3370246593113400,-3.944193025233840,1
-2.397245145769510,-3.526149010249940,1
-6.980830452327330,0.47772216263096000,3
-7.022695694686980,0.7075844943117660,3
-3.9627865447753400,-4.879474664619280,2
-1.7899517403018400,-2.8148546310174800,1
-3.942786776563030,-5.0189702929450700,2
-1.9330053327531100,-9.46667359603683,0
-1.6187284909463900,-3.4060695068602800,1
-1.889907620914890,-3.0796937115743800,1
-1.2808080196910200,-9.526048765928140,0
-1.4270837109505500,-2.934462525921120,1
-1.9332873667873100,-3.475168483200810,1
-7.290808217381250,0.22552115095091400,3
-2.0818485594237300,-8.89715713715908,0
-4.250256343345180,-4.2310361543224200,2
-1.2566049070430800,-9.3771654264971,0
-1.5795800097445600,-9.246144015774510,0
-1.248262192257140,-10.250827700346700,0
-3.990240009530810,-5.545559693822290,2
-1.4607572041216000,-3.411462466332340,1
-4.514989790033190,-4.792101890559400,2
-7.481258881168140,0.046694648831113700,3
-1.2916990620964000,-3.337098259821380,1
-1.122410661627220,-3.6505796662841200,1
-1.404916151040600,-3.447338731709550,1
-1.6379314378169500,-3.397097412938860,1
-2.8622766675551400,-4.657502260304490,2
-1.3550270768814400,-10.20233465360290,0
-3.4057049416600400,-4.386493352583940,2
-1.3557254422866400,-8.979713762671170,0
-4.269601845556930,-4.6482631316404500,2
-1.502708549653940,-3.604188829105980,1
-1.1002484401935100,-3.65185237563826,1
-1.2401583903164500,-9.239394677665360,0
-4.010385528747890,-4.686444125072550,2
-1.369926068585920,-2.7577595545443200,1
-4.011415693700520,-4.7753864621249000,2
-2.098266205510270,-3.337532802144440,1
-1.4279436685690100,-9.369191045334100,0
-1.0175213708460600,-9.638005603845570,0
-0.8346203203278820,-9.829875900204830,0
-1.3437271092687000,-3.3754786865350400,1
-0.9541125021541300,-8.744714311108620,0
-4.186935057204180,-4.6069603515171700,2
-1.764721842404670,-3.3090710152131800,1
-7.411437977362420,0.13598336995895700,3
-7.832061422247360,0.2893910017416240,3
-4.052712031126330,-3.943533018659150,2
-3.616204661389340,-5.238662320219300,2
-7.596663568157350,0.6449125492311380,3
-1.8524892484050900,-2.8984751888991800,1
-4.029972643507250,-4.689993502778560,2
-4.308604067753300,-4.360195755355840,2
-4.343213793034950,-4.177535517261120,2
-6.989335559994760,0.5050833681652100,3
-1.4418279923944700,-3.6474315983050300,1
-3.9459701501712500,-4.385521107148290,2
-4.300557518955340,-4.5995912299568200,2
-1.4473912912397800,-2.7313160979557600,1
-1.378662831258490,-9.90672820914033,0
-4.07275674645321,-5.301225616208060,2
-3.4761342009862500,-4.685993913484910,2
-7.413110242602610,0.5802058196146720,3
-1.7036274253749500,-3.7343647927890400,1
-0.9363063051796310,-8.84271991460777,0
-8.004052797255480,0.40394207205463800,3
-7.38473913378003,0.35054625088900200,3
-6.791214575622060,-0.08244268940681890,3
-1.5089625707103200,-3.95086667934059,1
-1.712810477267180,-3.539191827138950,1
-0.9416588946222910,-9.211917173042450,0
-4.09015862229805,-4.781893412563750,2
-1.3721671442408000,-9.471856145568620,0
-7.043554222787550,0.01184919114603360,3
-1.4708683230434700,-3.906044137789920,1
-2.2133254606396600,-3.5941491118530600,1
-3.9304987203827500,-4.583655318836700,2
-4.020433419038380,-4.877970716316370,2
-7.459144863648060,0.6423601341807860,3
-4.023329056698150,-4.268929502951550,2
-7.00442834633818,0.09431175195035690,3
-1.3407321218678900,-9.50618533635512,0
-7.280883128751310,0.07939330855830450,3
-1.446906402735110,-3.430069828872290,1
-1.6154625972566600,-3.199236739584570,1
-1.824974285229670,-3.288722075892650,1
-4.311952619474410,-4.711313233055170,2
-3.743595282961820,-5.3768245731447800,2
-3.866300133636960,-4.860959049961370,2
-7.590652768666440,0.08779171623004150,3
-4.863235085487320,-4.971344871098600,2
-3.9077664068100100,-4.901974489807640,2
-7.616685604223890,0.28651938056397200,3
-3.9201082246101200,-4.785763613149640,2
-8.08253410667986,0.04864518753878230,3
-4.215473525982670,-4.653326677255350,2
-1.0146752593636400,-9.279676333913490,0
-7.404559938999440,0.7593009720352850,3
-1.7599213511811200,-3.559035542383310,1
-1.7365393657356100,-3.5977275093643500,1
-1.1934135798981700,-2.8855268691449400,1
-4.1974796814417000,-4.768051815641090,2
-6.999663301339240,0.0787260341345545,3
-3.7458968900076900,-5.11153830858772,2
-7.972823749881750,0.3986987761630270,3
-3.9254812684961700,-5.296249416140120,2
-4.2858524708076900,-5.029408164300260,2
-7.854098621701210,0.5353873770652300,3
-0.928738744757313,-9.8071963395452,0
-1.9354709075299100,-3.214515509426540,1
-1.0748091510182600,-9.718253561779140,0
-3.8494867956304600,-4.490300582622520,2
-3.5337377979795300,-4.721188871472320,2
-1.845256761669220,-3.9807230120030700,1
-7.549647781715810,0.4364716091366820,3
-1.4616802267157700,-3.6160600991272000,1
-7.349803451836970,0.4838002379509350,3
-4.0941309479035300,-3.899884265878170,2
-1.6321555890745200,-3.7387704364034000,1
-6.745283703887170,0.5014579428640930,3
-7.352726331396700,0.006656906558824840,3
-3.9337869060199300,-4.763994053308580,2
-7.2952058430380600,-0.4557163572005900,3
-1.472116882909380,-3.4262374216821300,1
-4.46074739291034,-5.196545292458210,2
-1.4006924508409700,-2.8631054242814800,1
-1.3016734182889300,-3.7715772969805300,1
-6.8085549607007900,0.23479384262370300,3
-1.6047301374863800,-9.838359831614210,0
-3.7425815462042500,-4.488391074189950,2
-7.534446049391980,0.7752251314565810,3
-1.1475887578209300,-9.808831593579600,0
-1.774626402178720,-3.5163542469749600,1
-3.818300233743880,-4.8631154242285900,2
-1.1297798118818500,-3.6318101656403600,1
-3.9273512035920100,-4.377301215471280,2
-1.0132738265947800,-2.985765727106200,1
-1.3405960536289700,-9.625260515671400,0
-1.4281546467917600,-3.3972274289640900,1
-1.6734977844002200,-3.4983994586645000,1
-7.3231842988445000,-0.17072577417154400,3
